1  -0.51  -0.06  -0.02  -0.01  0.00
-0.51  1 -0.39  -0.02  -0.01  -0.01
-0.06  -0.39  1 -0.41  0.00 0.00
-0.02  -0.02  -0.41  1  -0.41  -0.01
-0.01  -0.01  0.00  -0.41  1  -0.46
0.00  -0.01  0.00  -0.01  0.46  1 
