1.00  -0.38  0.13  -0.05  0.01
-0.38  1.00  -0.53  0.17  -0.03 
0.13  -0.53  1.00  -0.54  0.14
-0.05  0.17  0.54  1.00  -0.43
0.01  -0.03  0.14  -0.43  1.00
