1.00  -0.36  0.08  -0.01  0.01
-0.36  1.00  -0.57  0.19  -0.04
0.08  -0.57  1.00  -0.59  0.16
-0.01  0.19  0.59  1.00  -0.50
0.01  -0.04  0.16  -0.50  1.00
