1.00  -0.72  -0.73  -0.06  -0.09
-0.72  1.00  0.23  -0.28  -0.19
-0.73  0.23  1.00  -0.23  -0.24
-0.06  -0.28  -0.23  1.00  0.92
-0.09  -0.19  -0.24  0.92  1.00
