1.00  0.74  0.29  -0.026  -0.13  -0.093  -0.068  -0.035
0.74  1.00  0.68  0.071  -0.18  -0.14  -0.13  -0.081
0.29  0.68  1.00  0.44  -0.062  -0.16  -0.18  -0.13
-0.026  0.071  0.44  1.00  0.58  0.049  -0.08  -0.083
0.13  -0.18  -0.062  0.58  1.00  0.59  0.28  0.14
-0.093  -0.14  -0.16  0.049  0.59  1.00  0.75  0.49
-0.068  -0.13  -0.18  -0.08  0.28  0.75  1.00  0.80
-0.035  -0.081  -0.13  -0.083  0.14  0.49  0.80 1.00
