-1.9  0.91  0.0728
-1.05  2.55  0.1479
-0.6  3.02  0.15704
-0.2  3.51  0.1755
0.2  3.71  0.18179
0.6  3.06  0.16218
1.05  2.41  0.14219
1.9  0.90  0.0711
