1.00  0.89  0.39  -0.19  -0.25  0.12
0.89  1.00  0.67  0.10  -0.32  0.12
0.39  0.67  1.00  0.68  -0.27  0.05
-0.19  0.10  0.68  1.00  0.04  -0.12
-0.25  -0.32  -0.27  0.04  1.00  -0.41
0.12  0.12  0.05  -0.12  -0.41  1.00
