0.100000 1.438830 0.151668
0.300000 1.441570 0.154851
0.500000 1.432200 0.153473
0.700000 1.422751 0.148912
0.900000 1.406058 0.153373
1.100000 1.398677 0.150798
1.300000 1.384503 0.153955
1.500000 1.370895 0.148571
1.700000 1.339107 0.142282
1.900000 1.332045 0.136025
2.100000 1.289529 0.127691
2.300000 1.273008 0.138427
2.500000 1.248369 0.157983
2.700000 1.222753 0.194602
2.900000 1.227812 0.221639
3.100000 1.199667 0.260614
3.300000 1.136029 0.272492
3.500000 1.285823 0.402885
3.700000 3.993548 0.963922
3.900000 0.000000 0.000000
