0.050000 1.419562 0.151632
0.150000 1.416909 0.145693
0.250000 1.418776 0.155121
0.350000 1.412572 0.141117
0.450000 1.418013 0.152321
0.550000 1.407593 0.144293
0.650000 1.418559 0.156973
0.750000 1.406612 0.150281
0.850000 1.401109 0.144027
0.950000 1.404629 0.149432
1.050000 1.404059 0.147839
1.150000 1.403012 0.149937
1.250000 1.390255 0.154507
1.350000 1.384673 0.148128
1.450000 1.384387 0.151610
1.550000 1.395417 0.145684
1.650000 1.380952 0.149271
1.750000 1.390312 0.140621
1.850000 1.369141 0.163481
1.950000 1.376372 0.146139
2.050000 1.373735 0.140794
2.150000 1.364697 0.162151
2.250000 1.385034 0.139022
2.350000 1.385487 0.149451
2.450000 1.378180 0.153945
2.550000 1.378181 0.132097
2.650000 1.396351 0.141622
2.750000 1.373283 0.152208
2.850000 1.384885 0.156139
2.950000 1.414072 0.166887
3.050000 1.470897 0.200833
3.150000 1.465266 0.227116
3.250000 1.439517 0.244578
3.350000 1.502292 0.279537
3.450000 1.530803 0.296802
3.550000 1.605584 0.325952
3.650000 1.691439 0.399183
3.750000 1.421429 0.409380
3.850000 2.140885 0.503636
3.950000 1.681215 0.474166
