35    0.64    0.025
45    0.70    0.021
55    0.74    0.020
65    0.77    0.018
75    0.80    0.016
85    0.82    0.015
95    0.84    0.014
110    0.87    0.012
130    0.89    0.0098
150    0.92    0.0010
170    0.93    0.0074
190    0.95    0.0067
210    0.96    0.0067
230    0.96    0.0058
250    0.97    0.0058
270    0.98    0.0049
300    0.98    0.0049
340    0.99    0.0040
380    0.99    0.0030
