-2.5 -1.6  0.763 0.043 
-1.6  -1.0  1.97  0.0355
-1.0  -0.5  2.82  0.0536
-0.5  0.0 3.35  0.0603
0.0  0.5  3.28  0.7216
0.5  1.0  2.85  0.04275
1.0  1.6  2.03  0.0305
1.6  2.5  0.740 0.0422 
