1.00  -0.22  -0.26  0.03  0.03
-0.22  1.00  -0.09  -0.20  -0.01
-0.26  -0.09  1.00  -0.08  -0.17
0.03  -0.20  -0.08  1.00  0.09
0.03  -0.01  -0.17  0.09  1.00
