5.000000 1.583312 0.178027
15.000000 1.523496 0.179302
25.000000 1.486468 0.163587
35.000000 1.444422 0.147592
45.000000 1.492493 0.177734
55.000000 1.452943 0.173144
65.000000 1.429051 0.151438
75.000000 1.445332 0.173111
85.000000 1.429436 0.164771
95.000000 1.424434 0.163640
105.000000 1.399689 0.159129
115.000000 1.374344 0.156415
125.000000 1.363557 0.140835
135.000000 1.369660 0.164014
145.000000 1.357727 0.152703
155.000000 1.371581 0.127877
165.000000 1.294525 0.197902
175.000000 1.314908 0.147873
185.000000 1.313230 0.148680
195.000000 1.298815 0.140541
205.000000 1.294405 0.135832
215.000000 1.307278 0.152806
225.000000 1.262789 0.143729
235.000000 1.269104 0.138232
245.000000 1.258211 0.150152
255.000000 1.241377 0.151249
265.000000 1.259704 0.135617
275.000000 1.217198 0.187965
285.000000 1.166381 0.130334
295.000000 1.197531 0.188188
305.000000 0.019435 63.540881
315.000000 2.562986 0.609493
325.000000 1.121137 0.124352
335.000000 1.153428 0.123758
345.000000 1.144704 0.140876
355.000000 1.117693 0.131450
365.000000 1.090336 0.105973
375.000000 1.381036 0.308335
385.000000 0.873548 0.412482
395.000000 1.022224 0.062899
405.000000 1.191855 0.187778
415.000000 0.874502 0.286595
425.000000 1.088796 0.067821
435.000000 0.943892 0.096128
445.000000 1.020342 0.101365
455.000000 1.042078 0.118921
465.000000 0.845005 0.317066
475.000000 0.932663 0.391206
485.000000 1.083603 0.201762
495.000000 0.931466 0.115188
505.000000 0.963405 0.075361
515.000000 1.018817 0.179420
525.000000 0.851253 0.174739
535.000000 0.957515 0.182987
545.000000 0.871020 0.242074
555.000000 0.881704 0.073339
565.000000 0.910939 0.091809
575.000000 0.920169 0.242699
585.000000 0.795544 0.265597
595.000000 0.871701 0.162221
605.000000 0.890539 0.170093
615.000000 0.775358 0.190617
625.000000 0.775385 0.200168
635.000000 0.783067 0.252199
645.000000 0.478390 0.752676
655.000000 0.761777 0.183177
665.000000 0.583705 0.395793
675.000000 0.775164 0.640474
685.000000 0.584066 0.495213
695.000000 0.618369 0.424411
705.000000 0.759651 0.293156
715.000000 0.636095 0.294664
725.000000 0.534890 0.416709
735.000000 0.730206 0.321249
745.000000 0.653514 0.442926
755.000000 0.673400 0.513981
765.000000 0.833056 0.443470
775.000000 0.496262 0.452089
785.000000 0.602713 0.237043
795.000000 0.543524 0.425189
805.000000 0.394527 0.519515
815.000000 0.660386 0.304976
825.000000 0.445231 0.770895
835.000000 0.706456 0.276404
845.000000 0.272179 1.313834
855.000000 0.560266 0.762994
865.000000 0.385632 1.345298
875.000000 0.361078 3.104141
885.000000 -0.171074 -5.675291
895.000000 0.877630 0.571687
905.000000 0.114933 4.220418
915.000000 0.707629 0.612381
925.000000 0.309761 1.918760
935.000000 0.466058 0.395458
945.000000 0.630278 0.718167
955.000000 0.037983 17.888889
965.000000 0.508775 0.620570
975.000000 0.395043 1.184590
985.000000 0.368357 0.923807
995.000000 -0.017526 -29.889273
