25	1.50916	0.0537591
75	1.45189	0.056308
125	1.40035	0.0501092
175	1.38328	0.052889
225	1.36477	0.0605221
275	1.34519	0.0543154
325	1.30063	0.380114
375	1.30246	0.0594884
425	1.2312	0.075086
475	1.2499	0.423475
525	1.22669	0.0744958
575	1.19431	1.38468
625	1.1617	0.137591
675	1.11909	0.389211
725	1.0409	0.20448
775	0.94059	0.237499
825	0.972276	0.189755
875	1.07594	0.250946
925	0.844348	0.630776
975	0.729294	0.542864
