0.025000  1.386194  0.152713  0.110167
0.075000  1.406548  0.163576  0.116296
0.125000  1.387316  0.155196  0.111868
0.175000  1.406735  0.158141  0.112417
0.225000  1.392028  0.156250  0.112246
0.275000  1.414502  0.157753  0.111525
0.325000  1.391969  0.162088  0.116445
0.375000  1.393634  0.153203  0.109931
0.425000  1.405262  0.164575  0.117113
0.475000  1.386952  0.159785  0.115206
0.525000  1.375957  0.151959  0.110439
0.575000  1.400185  0.155116  0.110783
0.625000  1.390234  0.160484  0.115437
0.675000  1.393706  0.154378  0.110768
0.725000  1.373276  0.152044  0.110716
0.775000  1.405318  0.166997  0.118832
0.825000  1.381247  0.153527  0.111151
0.875000  1.391407  0.156514  0.112486
0.925000  1.396823  0.158154  0.113224
0.975000  1.380480  0.154385  0.111834
1.025000  1.389944  0.162575  0.116965
1.075000  1.382294  0.147604  0.106782
1.125000  1.372423  0.155372  0.11321
1.175000  1.379041  0.159104  0.115373
1.225000  1.370539  0.162499  0.118566
1.275000  1.428884  0.169968  0.118952
1.325000  1.338576  0.134761  0.100675
1.375000  1.405680  0.150116  0.106792
1.425000  1.367975  0.161039  0.117721
1.475000  1.403853  0.160571  0.114379
1.525000  1.398413  0.140333  0.100352
1.575000  1.364253  0.167457  0.122746
1.625000  1.403661  0.162386  0.115687
1.675000  1.340743  0.142628  0.10638
1.725000  1.395484  0.164494  0.117876
1.775000  1.393438  0.141175  0.101314
1.825000  1.406787  0.164931  0.117239
1.875000  1.418111  0.172036  0.121313
1.925000  1.365276  0.130277  0.0954217
1.975000  1.413793  0.145799  0.103126
2.025000  1.373897  0.160165  0.116577
2.075000  1.407348  0.157445  0.111874
2.125000  1.406322  0.138889  0.0987605
2.175000  1.424225  0.154722  0.108636
2.225000  1.371183  0.152865  0.111484
2.275000  1.444564  0.168902  0.116922
2.325000  1.406648  0.159860  0.113646
2.375000  1.428438  0.163506  0.114465
2.425000  1.412457  0.161635  0.114435
2.475000  1.445002  0.175450  0.121419
2.525000  1.468398  0.197520  0.134514
2.575000  0.040783  36.185804  887.277
2.625000  3.469861  0.655035  0.188778
2.675000  1.497538  0.242961  0.16224
2.725000  1.520758  0.221387  0.145577
2.775000  1.487040  0.240367  0.161641
2.825000  1.565027  0.292873  0.187136
2.875000  1.504173  0.277435  0.184444
2.925000  1.590191  0.309984  0.194935
2.975000  1.543388  0.289176  0.187364
3.025000  1.607918  0.355775  0.221264
3.075000  1.616413  0.350279  0.216701
3.125000  1.757450  0.434822  0.247416
3.175000  1.495234  0.318613  0.213086
3.225000  1.732910  0.442121  0.255132
3.275000  1.796791  0.462198  0.257235
3.325000  1.432185  0.410437  0.286581
3.375000  1.743812  0.484217  0.277677
3.425000  1.884651  0.465984  0.247252
3.475000  2.290767  0.560102  0.244504
3.525000  2.381400  0.498028  0.209132
3.575000  2.015821  0.461199  0.22879
3.625000  2.564082  0.268598  0.104754
3.675000  1.208989  0.703449  0.581849
3.725000  4.766384  0.883921  0.185449
3.775000  0.868574  0.960479  1.10581
3.825000 0.000000 1.015374 0.000000
3.875000 0.000000 0.000000 0.000000
3.925000 0.000000 0.000000 0.000000
3.975000 0.000000 0.000000 0.000000
4.025000 0.000000 0.000000 0.000000
4.075000 0.000000 0.000000 0.000000
4.125000 0.000000 0.000000 0.000000
4.175000 0.000000 0.000000 0.000000
4.225000 0.000000 0.000000 0.000000
4.275000 0.000000 0.000000 0.000000
4.325000 0.000000 0.000000 0.000000
4.375000 0.000000 0.000000 0.000000
4.425000 0.000000 0.000000 0.000000
4.475000 0.000000 0.000000 0.000000
4.525000 0.000000 0.000000 0.000000
4.575000 0.000000 0.000000 0.000000
4.625000 0.000000 0.000000 0.000000
4.675000 0.000000 0.000000 0.000000
4.725000 0.000000 0.000000 0.000000
4.775000 0.000000 0.000000 0.000000
4.825000 0.000000 0.000000 0.000000
4.875000 0.000000 0.000000 0.000000
4.925000 0.000000 0.000000 0.000000
4.975000 0.000000 0.000000 0.000000
