0.025000  1.425801  0.160699  0.112708
0.075000  1.420284  0.167547  0.117967
0.125000  1.408730  0.154930  0.109978
0.175000  1.443468  0.175754  0.121758
0.225000  1.393621  0.150637  0.10809
0.275000  1.437882  0.170538  0.118604
0.325000  1.417460  0.169294  0.119435
0.375000  1.413793  0.154670  0.109401
0.425000  1.417128  0.164161  0.115841
0.475000  1.417865  0.161647  0.114007
0.525000  1.416185  0.166091  0.117281
0.575000  1.418520  0.164160  0.115726
0.625000  1.406768  0.164565  0.116981
0.675000  1.407800  0.160055  0.113692
0.725000  1.397653  0.167549  0.119879
0.775000  1.401316  0.159811  0.114044
0.825000  1.389256  0.159619  0.114895
0.875000  1.392873  0.160396  0.115155
0.925000  1.405244  0.159574  0.113556
0.975000  1.387277  0.162207  0.116925
1.025000  1.373234  0.155507  0.113241
1.075000  1.381317  0.155483  0.112561
1.125000  1.368531  0.151763  0.110895
1.175000  1.379318  0.149783  0.108592
1.225000  1.378442  0.165525  0.120081
1.275000  1.373900  0.143973  0.104791
1.325000  1.379029  0.150055  0.108812
1.375000  1.348886  0.143772  0.106586
1.425000  1.354430  0.149153  0.110122
1.475000  1.336972  0.128312  0.0959721
1.525000  1.336817  0.139066  0.104028
1.575000  1.353566  0.140811  0.10403
1.625000  1.355074  0.140309  0.103543
1.675000  1.316171  0.131785  0.100128
1.725000  1.301624  0.134238  0.103131
1.775000  1.294258  0.137708  0.106399
1.825000  1.299687  0.138970  0.106926
1.875000  1.277524  0.139396  0.109114
1.925000  1.273360  0.158614  0.124563
1.975000  1.309268  0.150038  0.114597
2.025000  1.272480  0.151422  0.118998
2.075000  1.303114  0.189037  0.145066
2.125000  1.284747  0.186823  0.145416
2.175000  1.285609  0.190451  0.148141
2.225000  1.269333  0.205021  0.161519
2.275000  1.267179  0.212026  0.167321
2.325000  1.221922  0.202333  0.165586
2.375000  1.285997  0.258603  0.201091
2.425000  1.209787  0.210341  0.173866
2.475000  1.232071  0.247963  0.201257
2.525000  1.248169  0.243807  0.195332
2.575000  1.500739  0.312982  0.208552
2.625000  1.099883  0.189739  0.172508
2.675000  1.163616  0.267699  0.230058
2.725000  1.167523  0.255553  0.218885
2.775000  1.202141  0.287931  0.239515
2.825000  1.214273  0.329050  0.270985
2.875000  1.126573  0.297306  0.263903
2.925000  1.186716  0.341216  0.28753
2.975000  1.305166  0.413144  0.316545
3.025000  1.011948  0.399258  0.394544
3.075000  1.751384  0.280632  0.160234
3.125000  2.034745  0.460369  0.226254
3.175  0.000  0.000  0.000
3.225  0.000  0.000  0.000
3.275  0.000  0.000  0.000
3.325  0.000  0.000  0.000
3.375  0.000  0.000  0.000
3.425  0.000  0.000  0.000
3.475  0.000  0.000  0.000
3.525  0.000  0.000  0.000
3.575  0.000  0.000  0.000
3.625  0.000  0.000  0.000
3.675  0.000  0.000  0.000
3.725  0.000  0.000  0.000
3.775  0.000  0.000  0.000
3.825  0.000  0.000  0.000
3.875  0.000  0.000  0.000
3.925  0.000  0.000  0.000
3.975  0.000  0.000  0.000
4.025  0.000  0.000  0.000
4.075  0.000  0.000  0.000
4.125  0.000  0.000  0.000
4.175  0.000  0.000  0.000
4.225  0.000  0.000  0.000
4.275  0.000  0.000  0.000
4.325  0.000  0.000  0.000
4.375  0.000  0.000  0.000
4.425  0.000  0.000  0.000
4.475  0.000  0.000  0.000
4.525  0.000  0.000  0.000
4.575  0.000  0.000  0.000
4.625  0.000  0.000  0.000
4.675  0.000  0.000  0.000
4.725  0.000  0.000  0.000
4.775  0.000  0.000  0.000
4.825  0.000  0.000  0.000
4.875  0.000  0.000  0.000
4.925  0.000  0.000  0.000
4.975  0.000  0.000  0.000
