-4.950000 0.000000 0.000000
-4.850000 0.000000 0.000000
-4.750000 0.000000 0.000000
-4.650000 0.000000 0.000000
-4.550000 0.000000 0.000000
-4.450000 0.000000 0.000000
-4.350000 0.000000 0.000000
-4.250000 0.000000 0.000000
-4.150000 0.000000 0.000000
-4.050000 0.000000 0.000000
-3.950000 0.000000 0.000000
-3.850000 0.000000 1.016189
-3.750000 7.652462 0.932746
-3.650000 1.876902 0.273874
-3.550000 2.217919 0.561120
-3.450000 2.149437 0.531331
-3.350000 1.581924 0.434408
-3.250000 1.866465 0.449669
-3.150000 1.566538 0.352320
-3.050000 1.680329 0.383042
-2.950000 1.498105 0.268978
-2.850000 1.562500 0.303293
-2.750000 1.520365 0.223095
-2.650000 3.648314 0.683959
-2.550000 0.176048 7.907638
-2.450000 1.427040 0.176157
-2.350000 1.413802 0.153224
-2.250000 1.386732 0.160545
-2.150000 1.390636 0.139544
-2.050000 1.394180 0.170778
-1.950000 1.402130 0.137245
-1.850000 1.400805 0.162174
-1.750000 1.387919 0.147389
-1.650000 1.372563 0.159479
-1.550000 1.376495 0.146495
-1.450000 1.380355 0.158909
-1.350000 1.385376 0.157003
-1.250000 1.393819 0.158946
-1.150000 1.369101 0.151621
-1.050000 1.387105 0.156164
-0.950000 1.386126 0.158725
-0.850000 1.381406 0.152520
-0.750000 1.401593 0.163154
-0.650000 1.388229 0.154534
-0.550000 1.390333 0.156442
-0.450000 1.390548 0.162400
-0.350000 1.392968 0.158252
-0.250000 1.409797 0.154782
-0.150000 1.395702 0.155708
-0.050000 1.405604 0.167627
0.050000 1.385323 0.150272
0.150000 1.399418 0.156292
0.250000 1.399012 0.157816
0.350000 1.371135 0.146159
0.450000 1.417464 0.173883
0.550000 1.386998 0.152366
0.650000 1.396537 0.157831
0.750000 1.379807 0.156462
0.850000 1.394938 0.160120
0.950000 1.386165 0.151037
1.050000 1.384575 0.154415
1.150000 1.384637 0.165210
1.250000 1.403204 0.169602
1.350000 1.357587 0.131328
1.450000 1.392102 0.159675
1.550000 1.385632 0.160608
1.650000 1.369767 0.144652
1.750000 1.405391 0.160653
1.850000 1.384567 0.147563
1.950000 1.418785 0.160436
2.050000 1.387253 0.147655
2.150000 1.428184 0.150779
2.250000 1.420160 0.149141
2.350000 1.424619 0.166544
2.450000 1.421716 0.162684
2.550000 1.491898 0.211098
2.650000 1.507091 0.210806
2.750000 1.502749 0.227533
2.850000 1.511813 0.269036
2.950000 1.642740 0.331306
3.050000 1.542483 0.323586
3.150000 1.732036 0.426534
3.250000 1.663994 0.447743
3.350000 1.507998 0.444552
3.450000 1.863882 0.459198
3.550000 2.362074 0.418519
3.650000 3.668946 0.285798
3.750000 2.397695 0.789813
3.850000 0.000000 -1.601673
3.950000 0.000000 0.000000
4.050000 0.000000 0.000000
4.150000 0.000000 0.000000
4.250000 0.000000 0.000000
4.350000 0.000000 0.000000
4.450000 0.000000 0.000000
4.550000 0.000000 0.000000
4.650000 0.000000 0.000000
4.750000 0.000000 0.000000
4.850000 0.000000 0.000000
4.950000 0.000000 0.000000
