1.00  -0.32  -0.60  -0.49  -0.26
-0.32  1.00  0.21  -0.42  -0.04
-0.60  0.21  1.00  -0.17  0.16
-0.49  -0.42  -0.17  1.00  -0.06
-0.26  -0.04  0.16  -0.06  1.00
