1.00  -0.42  -0.55  -0.24  -0.30
-0.42   1.00  -0.13  -0.22  -0.29
-0.55  -0.13  1.00  0.24  -0.18
-0.24  -0.22  0.24  1.00  -0.07
-0.30  -0.29  -0.18  -0.07  1.00
